2.939	18	packing/tests/test_check_archive_annotations.py
0.35	7	packing/tests/test_check_class_record_claims.py
0.257	12	packing/tests/test_check_diamond_cover_witness.py
0.246	14	packing/tests/test_check_full_square_compatibility.py
0.161	76	packing/tests/test_check_geometric_graph_certificate.py
0.214	16	packing/tests/test_check_h124_collision_source.py
0.774	3	packing/tests/test_check_instrument_normalization.py
0.076	55	packing/tests/test_check_kernel_axis_lp.py
0.009	9	packing/tests/test_check_math_spans.py
0.009	1	packing/tests/test_check_n11_selection_routing.py
0.03	12	packing/tests/test_check_p12_escape_candidate.py
0.83	41	packing/tests/test_check_print_layout.py
0.024	17	packing/tests/test_check_published_site.py
0.043	22	packing/tests/test_check_weighted_clique_certificate.py
0.125	20	packing/tests/test_checkpoint_manifest.py
2.701	6	packing/tests/test_chunk_taxonomy.py
0.07	20	packing/tests/test_codex_task_tree_delta.py
3.633	11	packing/tests/test_command_help.py
10.967	8	packing/tests/test_contact_assembly_labels.py
0.265	28	packing/tests/test_contact_full_cell.py
0.494	3	packing/tests/test_contact_full_cell_control.py
3.89	1	packing/tests/test_contact_isomorph_free_burnside.py
0.039	8	packing/tests/test_contact_realization.py
0.08	5	packing/tests/test_control_anchors.py
0.892	59	packing/tests/test_decide_certificate.py
2.257	19	packing/tests/test_decide_relational_certificate.py
5.229	24	packing/tests/test_decide_threshold_certificate.py
6.873	3	packing/tests/test_declare_least_cell_mass.py
1.297	18	packing/tests/test_density_slab_verifier.py
0.155	12	packing/tests/test_diamond_cover_screen.py
10.363	21	packing/tests/test_divide_and_concur.py
0.494	4	packing/tests/test_emission_precision.py
0.012	5	packing/tests/test_exact_jets.py
0.057	1	packing/tests/test_experiment_assurance_contract.py
6.157	66	packing/tests/test_explainer.py
22.289	138	packing/tests/test_fixed_core_packet.py
0.338	10	packing/tests/test_fractional_adaptive.py
1.205	32	packing/tests/test_fractional_threshold.py
0.47	10	packing/tests/test_frontier_rigidity_claim_contract.py
7.743	39	packing/tests/test_full_size_density_pair_separator.py
0.869	8	packing/tests/test_full_size_density_support_screen.py
0.279	13	packing/tests/test_full_square_compatibility.py
0.343	43	packing/tests/test_gate_budgets.py
6.791	63	packing/tests/test_generate_frontier_case.py
0.521	6	packing/tests/test_generated_table_typography.py
0.116	41	packing/tests/test_geometric_graph_certificate.py
0.521	6	packing/tests/test_gobel_family.py
9.013	8	packing/tests/test_gobel_family_construction.py
0.675	6	packing/tests/test_green17.py
0.372	41	packing/tests/test_h124_collision_source.py
0.006	4	packing/tests/test_incidence.py
0.909	1	packing/tests/test_incidence_cores.py
0.018	5	packing/tests/test_independent_ceiling_reader.py
0.275	19	packing/tests/test_independent_five_dot_union.py
0.04	12	packing/tests/test_integral_piercing.py
7.755	37	packing/tests/test_known_best_atlas.py
0.571	4	packing/tests/test_known_best_chunk_evidence.py
0.057	4	packing/tests/test_lint_floor_contract.py
0.168	22	packing/tests/test_math_startup.py
0.926	15	packing/tests/test_minimal_verify.py
9.601	17	packing/tests/test_module_boundaries.py
6.253	11	packing/tests/test_motion_lab.py
0.005	5	packing/tests/test_motion_lab_contracts.py
2.078	6	packing/tests/test_motion_lab_service.py
0.008	7	packing/tests/test_motion_lab_snap.py
2.954	13	packing/tests/test_n050_producer_refusal.py
1.009	8	packing/tests/test_n050_producer_refusal_independent.py
0.174	3	packing/tests/test_n12_replay_independent.py
9.002	5	packing/tests/test_n17_external_weighted_certificates.py
0.173	6	packing/tests/test_n17_weighted_certificate_resume.py
3.415	16	packing/tests/test_n17_weighted_certificate_successor.py
6.732	20	packing/tests/test_n54_source_contract_independent.py
8.049	30	packing/tests/test_n5_local_rigidity.py
8.398	15	packing/tests/test_n5_rigidity.py
32.066	23	packing/tests/test_negative_controls.py
0.795	115	packing/tests/test_no_embedded_js_contract.py
0.395	6	packing/tests/test_outer_pair_corner_audit.py
0.132	17	packing/tests/test_outer_segment_pair_screen.py
0.012	2	packing/tests/test_owner_five_dot_figure.py
0.029	13	packing/tests/test_p12_escape_candidate.py
1.541	14	packing/tests/test_pages_scope.py
1.801	27	packing/tests/test_pages_workflow.py
0.004	6	packing/tests/test_pdf_math_browser.py
0.127	4	packing/tests/test_perturbed_density_control.py
0.078	5	packing/tests/test_pierce_t018_sites.py
4.986	16	packing/tests/test_plateau_reader.py
0.003	3	packing/tests/test_polish_ceiling_family.py
0.039	5	packing/tests/test_price_cutting_state_dual.py
0.261	22	packing/tests/test_produce_threshold_certificate.py
0.953	1	packing/tests/test_promote_contacts.py
0.02	1	packing/tests/test_promote_krawczyk.py
1.598	1	packing/tests/test_promote_relax.py
